GarageArea,GarageCars,GarageYrBlt,Fireplaces,TotRmsAbvGrd,FullBath,GrLivArea,1stFlrSF,TotalBsmtSF,BsmtFinSF1,MasVnrArea,YearRemodAdd,YearBuilt,OverallQual
554,2,2000.0,1,8,2,2256,980,952,300,0.0,2000,2000,7
864,4,1950.0,1,8,1,2640,1320,1240,0,0.0,2003,1880,7
527,2,1996.0,1,7,2,1720,1720,1720,919,338.0,1996,1996,7
240,1,1945.0,0,9,2,1529,1088,0,0,0.0,1950,1945,4
0,0,1980.0,0,7,1,1140,792,576,0,0.0,2004,1910,4
400,2,2003.0,0,6,2,1320,660,660,0,0.0,2003,2003,7
576,2,1997.0,0,6,2,1494,1494,1479,1200,0.0,1997,1997,6
878,3,2005.0,1,8,2,2098,1038,1030,0,178.0,2005,2005,8
440,2,1969.0,0,5,1,1026,1026,1026,439,0.0,2005,1969,6
440,2,1999.0,0,6,2,1471,742,729,381,894.0,1999,1999,6
578,2,2007.0,0,7,2,1768,866,866,20,0.0,2007,2007,8
440,2,1978.0,1,6,2,1386,672,672,438,328.0,1978,1978,6
440,2,1999.0,0,6,2,1501,757,744,549,360.0,1999,1999,7
752,3,1995.0,1,9,2,2531,1328,1318,56,513.0,1995,1995,8
300,1,2008.0,0,5,1,864,864,864,612,0.0,1959,1959,6
440,2,1965.0,0,5,1,1301,1301,1145,405,0.0,1950,1924,5
614,2,2009.0,0,7,2,1547,764,756,24,0.0,2009,2009,7
856,3,1999.0,1,8,2,2365,1268,1252,1163,673.0,1999,1999,8
481,2,1995.0,1,6,1,1494,1494,1494,437,0.0,1996,1995,8
592,2,2008.0,1,6,2,1506,1506,1498,0,284.0,2008,2008,9
496,2,1988.0,1,7,2,1714,980,980,394,42.0,1988,1988,7
423,1,1989.0,0,7,2,1750,983,983,660,0.0,1985,1940,6
484,2,2004.0,1,8,2,1836,1836,1860,24,0.0,2005,2004,7
841,3,2003.0,1,12,3,3279,1690,1650,1416,603.0,2003,2003,8
576,2,1983.0,0,5,1,858,858,858,685,0.0,1982,1982,5
396,2,1951.0,0,6,1,1220,1220,836,836,0.0,1951,1951,4
672,2,1976.0,1,6,1,1117,1117,1029,422,0.0,1976,1976,6
275,1,1958.0,0,5,1,912,912,912,456,1.0,1958,1958,5
895,3,2006.0,1,9,2,1973,1973,1935,0,375.0,2006,2006,8
412,2,1998.0,0,5,2,1204,1204,1204,866,320.0,1998,1998,6
865,3,2005.0,0,7,2,1614,1614,1614,20,240.0,2006,2005,7
440,2,1974.0,1,5,1,894,894,864,762,0.0,1974,1974,5
630,2,1977.0,2,10,2,2020,2020,0,0,320.0,1977,1977,5
504,2,1977.0,0,4,1,1004,1004,975,975,90.0,1977,1977,6
402,2,1995.0,1,6,2,1253,1253,1237,0,38.0,1996,1995,7
484,2,1992.0,0,7,2,1603,810,761,387,0.0,1992,1992,6
605,2,2001.0,0,6,2,1430,1430,1413,0,0.0,2002,2001,7
602,2,1978.0,1,4,1,1110,1110,1097,1097,104.0,1978,1978,5
0,0,1980.0,1,9,2,1484,742,742,0,0.0,2001,1914,6
457,2,1967.0,1,7,2,1342,1342,1372,251,0.0,1967,1967,6
416,1,1961.0,0,7,2,1652,966,686,686,0.0,1950,1915,5
618,2,2004.0,0,8,2,2084,956,956,656,0.0,2004,2004,7
281,1,1954.0,0,4,1,901,901,901,0,0.0,2000,1954,4
444,2,1966.0,0,9,2,2087,976,832,568,157.0,2007,1966,6
397,2,2005.0,1,5,2,1145,1145,1145,16,11.0,2006,2005,7
539,2,1976.0,2,5,1,1062,1062,1029,539,0.0,1976,1976,6
455,2,1997.0,1,8,2,2013,1127,1117,862,0.0,1997,1996,7
474,2,2007.0,0,7,2,1496,1496,1496,0,140.0,2007,2007,8
409,2,1994.0,1,7,2,1895,1086,712,0,0.0,1996,1994,7
476,2,1980.0,1,7,2,1564,888,650,0,130.0,1981,1980,6
528,2,1977.0,1,7,1,1285,1285,660,0,148.0,1977,1977,6
240,1,1953.0,0,4,1,773,773,773,570,0.0,1953,1953,5
820,3,2009.0,2,11,3,3140,1966,1926,0,860.0,2009,2008,9
240,1,1939.0,2,7,1,1768,981,731,569,252.0,1950,1937,5
603,2,1997.0,0,8,2,1688,616,616,462,0.0,1997,1997,6
440,2,1957.0,0,5,1,1196,1196,1196,197,0.0,1990,1916,4
410,2,2005.0,1,7,2,1456,728,728,648,0.0,2005,2005,7
1020,3,2009.0,1,12,3,2822,1734,1734,0,424.0,2009,2008,9
286,1,1954.0,0,5,1,1128,1128,936,812,0.0,1954,1954,5
554,2,2008.0,0,6,2,1428,1428,1417,0,256.0,2008,2008,7
384,1,1967.0,0,6,2,980,980,980,400,0.0,1967,1967,5
528,2,1923.0,1,6,1,1576,1072,1324,1309,0.0,2004,1923,5
484,2,1966.0,1,6,1,1086,1086,1024,516,1047.0,1966,1966,5
360,2,1910.0,0,11,2,2138,1075,849,0,0.0,1965,1898,5
484,2,1974.0,1,5,1,1309,1309,1040,663,99.0,1999,1974,6
420,2,2004.0,1,4,1,848,848,848,662,169.0,2004,2004,6
504,2,1952.0,0,4,1,1044,1044,540,0,0.0,1952,1952,5
301,1,1958.0,0,7,1,1442,1442,1442,608,243.0,1958,1958,6
280,1,1955.0,0,7,1,1250,686,686,0,0.0,1950,1918,5
598,2,1998.0,0,6,2,1661,1661,1649,0,442.0,1998,1998,7
275,1,1954.0,1,4,1,1008,1008,1008,486,0.0,1954,1954,5
857,3,2002.0,2,7,2,1689,1689,1568,1218,148.0,2002,2002,8
440,2,1971.0,0,6,1,1052,1052,1010,504,80.0,1971,1971,6
484,2,2010.0,1,6,2,1358,1358,1358,733,128.0,2010,2009,7
595,2,2003.0,0,6,2,1640,798,798,0,0.0,2003,2003,7
576,2,1974.0,0,4,1,936,936,936,0,0.0,1953,1953,4
433,2,2003.0,1,7,2,1733,847,847,0,0.0,2003,2003,7
240,1,1940.0,1,7,2,1489,944,778,0,0.0,1950,1940,6
776,2,2006.0,1,7,2,1489,1489,1489,0,0.0,2006,2006,8
1220,3,2007.0,1,7,2,2084,2084,2078,1636,816.0,2008,2007,10
0,0,1980.0,0,5,1,784,784,784,784,0.0,1950,1924,5
527,2,2001.0,1,6,2,1434,1434,1454,20,0.0,2001,2001,7
538,2,1967.0,0,7,2,2126,1160,1013,249,0.0,1967,1967,5
480,2,2005.0,0,4,2,1223,520,600,0,0.0,2005,2005,7
458,2,1957.0,2,6,1,1392,1392,1392,1040,387.0,1957,1957,6
480,2,2005.0,0,4,2,1200,520,600,0,0.0,2005,2005,7
613,2,2003.0,1,7,2,1829,941,941,483,223.0,2003,2003,7
472,2,1964.0,0,6,1,1516,1516,1516,196,180.0,1964,1964,6
456,2,1961.0,0,6,1,1144,1144,1144,572,136.0,1961,1961,5
436,2,1996.0,0,4,2,1067,1067,1067,442,0.0,1995,1950,4
812,2,1948.0,0,5,1,1559,1559,1559,338,0.0,1973,1948,5
264,1,1973.0,0,5,1,987,483,483,330,158.0,1973,1973,6
352,1,1999.0,0,6,1,1099,1099,1099,0,0.0,2006,1995,5
240,1,1946.0,0,6,1,1200,768,768,352,0.0,1995,1946,5
400,1,1934.0,0,7,2,1482,810,672,156,0.0,1950,1925,6
686,2,1983.0,1,8,2,1539,958,650,0,0.0,2002,1904,5
490,2,1966.0,0,6,1,1165,1165,1127,312,183.0,1966,1966,6
0,0,1980.0,0,10,2,1800,1800,1800,0,0.0,1961,1961,5
720,3,1949.0,1,7,1,1416,876,876,0,0.0,1950,1915,5
611,2,1975.0,2,6,2,1701,1701,1390,1390,0.0,1981,1975,5
425,2,1993.0,1,7,2,1775,1006,740,513,137.0,1993,1993,7
338,1,1972.0,1,5,1,864,864,864,460,0.0,1972,1972,5
360,2,1908.0,1,10,3,2358,1307,907,0,0.0,1997,1908,6
512,2,1976.0,1,7,2,1855,1094,528,0,360.0,1994,1976,6
420,2,2003.0,0,3,1,848,848,848,659,170.0,2003,2003,6
400,2,2003.0,1,7,2,1456,1456,1273,0,40.0,2003,2003,8
240,1,1941.0,2,7,2,1646,918,918,364,0.0,1950,1941,7
645,2,1964.0,1,7,1,1445,1445,1127,564,115.0,1964,1964,6
454,2,1955.0,1,6,1,1779,1779,1763,306,0.0,1974,1955,5
260,1,1962.0,0,6,1,1040,1040,1040,659,0.0,2010,1962,5
576,2,1981.0,0,5,1,1026,1026,940,505,0.0,1978,1978,6
343,2,1994.0,1,6,2,1481,702,702,0,0.0,1995,1994,6
479,2,1976.0,1,6,2,1370,1370,1090,0,189.0,1976,1976,7
619,2,1968.0,1,9,2,2654,1512,1054,619,220.0,1984,1968,6
216,1,1925.0,1,7,1,1426,912,912,0,0.0,1998,1918,7
504,2,1965.0,0,6,1,1039,1039,1039,841,0.0,1965,1965,5
480,2,1986.0,0,6,2,1097,1097,1040,338,0.0,1985,1984,6
672,1,1959.0,0,6,1,1148,1148,1148,1148,0.0,1959,1959,5
529,2,2008.0,0,6,2,1372,1372,1372,0,0.0,2008,2007,7
902,2,1973.0,0,5,1,1002,1002,1002,828,76.0,1970,1970,5
870,3,2007.0,1,6,2,1646,1646,1638,0,274.0,2007,2006,8
544,2,1961.0,0,5,1,1120,1120,1040,932,0.0,1961,1961,4
672,2,1979.0,1,7,2,2320,1547,0,0,0.0,1950,1948,5
574,2,1993.0,1,8,2,1949,1062,1050,750,246.0,1994,1993,7
308,1,1962.0,0,5,1,894,894,894,0,0.0,1962,1962,5
523,2,1998.0,0,7,2,1682,804,804,505,116.0,1998,1998,6
414,2,1953.0,0,5,1,910,910,105,0,0.0,1996,1953,5
288,1,1949.0,1,6,1,1268,1036,832,375,0.0,1950,1949,5
200,1,1941.0,0,5,1,1131,676,676,0,0.0,1950,1941,5
550,2,2007.0,1,11,2,2610,1184,1184,64,0.0,2007,2007,8
648,2,1963.0,0,5,1,1040,1040,1064,633,0.0,1963,1963,4
738,3,2004.0,1,10,2,2224,1462,1462,1170,216.0,2005,2004,9
576,2,1987.0,0,6,1,1155,1155,1109,899,0.0,1995,1961,5
336,1,1978.0,0,6,1,864,864,864,646,90.0,2005,1978,5
450,2,2005.0,0,5,1,1090,1090,1090,980,0.0,2006,2005,5
400,2,1990.0,1,7,2,1717,1187,1156,902,117.0,1991,1990,7
389,2,1993.0,1,7,2,1593,808,808,0,0.0,1993,1992,6
440,1,1997.0,0,10,1,2230,954,795,0,0.0,1950,1912,4
288,1,1967.0,0,5,1,892,892,892,432,60.0,1967,1967,5
506,2,1999.0,1,5,2,1709,1709,1698,1238,60.0,2000,1999,9
588,2,2005.0,0,8,2,1712,1712,1626,528,122.0,2005,1959,5
300,1,1955.0,0,8,1,1393,872,816,0,0.0,1955,1955,5
621,2,1970.0,1,8,2,2217,2217,2217,351,0.0,1970,1970,8
505,2,1953.0,1,6,1,1505,1505,1505,1024,90.0,1953,1953,6
576,2,2003.0,1,6,1,924,672,672,0,0.0,2006,1949,5
440,2,1978.0,1,7,2,1683,918,918,226,92.0,1978,1978,6
264,1,1963.0,0,6,1,1068,1068,1059,663,0.0,2003,1963,6
354,1,1954.0,1,6,1,1383,1383,1383,1064,0.0,1954,1954,5
400,2,1979.0,0,8,2,1535,1535,0,0,0.0,1979,1979,5
483,2,1963.0,1,8,1,1796,983,780,400,415.0,1963,1963,6
327,1,1936.0,0,6,1,951,951,951,285,0.0,1950,1936,4
528,2,1979.0,0,12,2,2240,1120,0,0,0.0,1979,1979,5
820,3,2009.0,2,11,2,2364,2364,2330,2188,760.0,2010,2009,9
288,1,1961.0,1,6,1,1236,1236,912,465,0.0,1994,1961,5
684,1,1979.0,0,4,1,858,858,858,322,0.0,1971,1971,4
756,1,1968.0,0,5,1,1306,1306,992,860,0.0,2000,1957,5
393,2,2003.0,1,8,2,1509,807,783,0,0.0,2003,2003,7
690,3,2006.0,1,7,2,1670,1670,1670,0,27.0,2006,2006,7
288,1,1967.0,0,6,1,902,902,876,599,75.0,1967,1967,5
280,1,1954.0,0,6,1,1063,1063,1056,354,110.0,1954,1954,5
865,3,2006.0,1,8,2,1636,1636,1623,63,208.0,2006,2006,8
180,1,1936.0,1,6,1,2057,1020,1017,223,0.0,1987,1936,7
484,2,1983.0,0,5,1,902,902,864,301,0.0,1983,1983,5
390,2,2005.0,1,8,2,1484,742,742,0,0.0,2005,2005,6
480,2,1960.0,0,12,2,2274,1105,1105,443,361.0,1960,1960,5
252,1,1978.0,0,5,1,1268,1268,1268,196,0.0,1989,1977,5
450,1,1925.0,0,6,1,1015,1015,768,489,0.0,1950,1925,5
871,3,1949.0,0,8,2,2002,1001,1001,284,0.0,1950,1949,5
528,2,2009.0,0,4,2,1224,612,612,294,76.0,2009,2009,6
286,1,1970.0,0,6,1,1092,546,546,0,80.0,1970,1970,4
308,1,1958.0,0,4,0,480,480,480,50,0.0,1950,1949,2
284,1,1956.0,0,6,1,1229,1229,1134,1059,0.0,1956,1956,4
833,3,1991.0,1,8,2,2127,912,1104,48,0.0,1991,1991,7
601,2,1990.0,1,6,1,1414,1414,1184,528,0.0,2002,1958,6
471,2,1994.0,0,7,2,1721,936,928,814,105.0,1994,1994,6
0,0,1980.0,0,9,2,2200,1272,1272,1084,0.0,2003,1900,5
397,2,2005.0,1,6,2,1316,1316,1316,28,0.0,2006,2005,6
533,2,1993.0,1,5,2,1617,1617,1604,165,0.0,1994,1993,6
612,2,1980.0,1,7,2,1686,1686,1686,625,157.0,1980,1980,6
540,2,1977.0,0,6,2,1126,1126,1126,767,0.0,1977,1977,5
656,3,2003.0,1,10,2,2374,1234,1181,0,340.0,2004,2003,8
486,2,1968.0,1,9,2,1978,1098,832,552,342.0,1968,1968,7
522,2,2001.0,1,7,2,1788,1788,1753,0,0.0,2001,2001,8
642,2,1997.0,1,8,2,2236,993,964,0,285.0,1997,1997,7
610,3,2007.0,0,7,2,1466,1466,1466,16,0.0,2007,2007,8
429,1,1965.0,0,5,1,925,925,925,338,0.0,1965,1965,5
788,3,2006.0,1,8,2,1905,1905,1905,0,302.0,2006,2006,9
570,2,2004.0,0,6,2,1500,1500,1500,20,210.0,2004,2004,7
505,2,1960.0,1,9,2,2069,2069,585,425,0.0,2007,1960,7
528,2,1953.0,0,5,1,747,747,600,0,108.0,1953,1926,4
555,2,2003.0,0,5,2,1200,1200,1176,833,0.0,2003,2003,7
689,2,2005.0,1,8,2,1971,1113,1113,341,0.0,2005,2005,7
868,3,2006.0,0,7,2,1962,1391,1391,464,0.0,2006,2006,7
349,1,1940.0,2,10,2,2403,1207,1032,0,0.0,1950,1940,7
574,2,1976.0,0,8,2,1728,1728,1728,936,0.0,1976,1976,6
390,2,1999.0,1,8,2,2060,1022,992,772,298.0,1999,1999,7
0,0,1980.0,0,8,2,1440,1440,1440,1440,0.0,1977,1977,4
576,2,1967.0,0,8,2,1632,1632,1632,0,0.0,1967,1967,5
525,2,1958.0,1,7,1,1344,1344,819,111,541.0,1958,1958,6
456,2,1963.0,0,7,1,1869,1188,1088,1088,0.0,1996,1890,5
796,1,1959.0,1,6,1,1144,1144,1144,748,128.0,1959,1959,5
808,3,2002.0,1,9,2,1629,1629,1616,1300,236.0,2003,2002,8
474,2,2002.0,1,7,2,1776,936,936,0,144.0,2002,2002,7
676,2,1972.0,1,5,1,1381,1381,1161,982,0.0,2006,1972,6
720,2,1980.0,0,5,1,864,864,864,398,0.0,2002,1950,5
300,1,1979.0,0,6,1,965,965,828,641,0.0,1965,1965,5
396,1,1974.0,0,5,1,768,768,768,660,0.0,2003,1972,5
530,2,1969.0,1,7,2,1968,1168,784,562,232.0,1969,1969,5
0,0,1980.0,0,4,2,980,980,945,945,250.0,1975,1975,6
492,2,1946.0,0,8,2,1958,979,979,484,423.0,1950,1946,6
462,2,1980.0,1,5,1,1229,561,561,285,0.0,1980,1980,6
576,2,1977.0,0,6,1,1057,1057,1057,417,0.0,1962,1962,5
531,2,2003.0,0,6,2,1337,1337,1337,699,0.0,2003,2003,7
484,2,1999.0,0,6,2,1416,696,696,604,0.0,1999,1999,7
0,0,1980.0,0,4,1,858,858,858,696,0.0,2008,1958,5
619,2,1977.0,1,11,2,2872,1542,1330,896,424.0,1995,1977,6
440,2,1976.0,1,7,2,1548,804,804,556,0.0,1976,1976,6
702,2,2007.0,0,7,2,1800,1800,1800,0,0.0,2007,2007,9
510,2,2002.0,1,8,2,1894,824,817,624,44.0,2003,2002,7
393,2,2005.0,1,8,2,1484,783,783,0,0.0,2007,2005,6
256,1,1940.0,2,7,1,1308,976,728,428,0.0,1950,1940,5
260,1,1955.0,0,6,1,1098,1098,1098,902,151.0,1955,1955,5
0,0,1980.0,0,6,1,968,600,600,0,0.0,1950,1910,3
264,1,1958.0,0,6,1,1095,1095,588,513,105.0,1958,1958,6
0,0,1980.0,0,6,1,1192,720,720,0,0.0,1950,1949,4
474,2,2003.0,0,6,2,1626,764,764,567,106.0,2004,2003,7
264,1,1979.0,1,5,2,918,918,918,0,0.0,1979,1979,6
480,2,2007.0,0,6,2,1428,1428,1428,0,0.0,2008,2007,7
532,2,1997.0,0,8,1,2019,1136,728,0,0.0,1993,1910,7
490,2,2000.0,0,6,2,1382,673,673,641,0.0,2000,2000,7
0,0,1980.0,0,4,1,869,869,440,0,0.0,1958,1923,4
569,2,2007.0,0,4,1,1241,1241,1241,1106,0.0,2007,2006,7
400,2,1999.0,0,5,1,894,894,894,552,0.0,1954,1954,4
480,2,1963.0,0,5,1,1121,1121,1121,651,0.0,1963,1963,5
588,2,1961.0,0,6,1,999,999,944,867,210.0,2007,1961,7
676,3,1998.0,1,8,2,2612,1276,1225,854,975.0,1999,1998,8
388,2,2007.0,1,6,2,1266,1266,1266,0,16.0,2007,2007,7
779,2,2002.0,1,9,2,2290,1149,1128,0,0.0,2002,2002,8
539,2,1977.0,0,8,2,1734,1302,0,0,0.0,1977,1977,5
240,1,1950.0,0,5,1,1164,1164,1164,1040,0.0,1950,1950,5
255,1,1950.0,0,5,1,1635,1001,485,0,0.0,2003,1910,6
606,3,2010.0,1,8,2,1940,1940,1930,1646,450.0,2010,2009,9
551,2,1976.0,1,8,2,2030,1118,848,156,298.0,1976,1976,6
614,2,2006.0,0,6,2,1576,778,770,0,0.0,2006,2006,7
870,3,1997.0,1,7,2,2392,1407,1396,1074,423.0,1998,1997,8
424,2,1925.0,1,8,1,1742,916,916,216,0.0,1986,1882,8
440,2,1964.0,1,7,2,1851,1020,822,536,340.0,1993,1964,6
564,2,2005.0,0,6,2,1500,750,750,0,0.0,2006,2005,6
786,3,2008.0,1,7,2,1718,1718,1700,1172,230.0,2007,2006,10
305,1,1946.0,0,5,1,1230,774,747,384,0.0,1950,1946,4
368,1,1961.0,0,6,1,1050,1050,1050,915,0.0,1961,1961,5
615,2,1970.0,1,6,2,1442,1442,1442,0,571.0,1970,1970,6
210,1,1922.0,1,6,1,1077,1077,1007,0,0.0,1950,1922,3
632,2,2006.0,0,6,2,1208,1208,1187,686,24.0,2006,2006,7
528,2,1956.0,0,4,1,944,944,0,0,0.0,1952,1952,3
216,1,1920.0,0,4,1,691,691,691,0,0.0,1950,1920,5
824,3,2006.0,1,7,2,1574,1574,1574,24,53.0,2006,2006,8
528,2,1976.0,0,8,2,1680,1680,1680,0,164.0,1976,1976,5
457,2,2005.0,1,7,2,1504,1504,1346,16,16.0,2006,2005,7
328,1,1977.0,0,6,2,985,985,985,595,220.0,1977,1977,5
484,2,1970.0,1,7,2,1657,1657,1657,1237,0.0,1970,1970,6
286,1,1970.0,0,6,1,1092,546,546,273,0.0,1970,1970,4
550,2,2004.0,1,7,2,1710,1710,1710,0,108.0,2005,2004,7
0,0,1980.0,0,7,2,1522,1008,1008,0,0.0,1950,1926,5
312,1,1948.0,1,7,2,1271,720,720,0,0.0,1950,1948,5
0,0,1980.0,0,8,2,1664,1664,0,0,0.0,1965,1965,5
180,1,1923.0,2,7,1,1502,900,602,0,0.0,1996,1923,6
280,1,1956.0,0,4,1,1022,1022,1022,247,0.0,2006,1910,5
240,1,1948.0,1,5,1,1082,1082,1082,336,206.0,1950,1948,6
528,2,2001.0,0,6,2,1665,810,810,643,0.0,2001,2001,8
478,2,1996.0,1,6,2,1504,1504,1504,690,196.0,1996,1996,7
565,2,1984.0,1,4,1,1360,1360,1220,1036,0.0,1984,1984,8
402,2,1991.0,1,7,2,1472,802,384,0,76.0,1992,1991,7
440,2,2005.0,1,6,2,1506,1506,1362,16,145.0,2005,2005,7
451,2,2005.0,0,5,1,1132,1132,1132,1024,0.0,2005,2005,4
632,2,2006.0,0,6,2,1220,1220,1199,684,84.0,2006,2006,7
160,1,1957.0,0,6,1,1248,912,912,324,0.0,1950,1930,5
437,2,2005.0,1,7,2,1504,1504,1346,16,14.0,2006,2005,7
665,2,1976.0,1,10,2,2898,2898,1565,1165,0.0,1976,1976,8
461,2,1980.0,0,5,1,882,882,882,138,0.0,1972,1972,5
461,2,1960.0,2,6,1,1264,1264,1268,697,324.0,1960,1960,5
800,3,2008.0,1,7,2,1646,1646,1638,1513,338.0,2008,2007,8
240,1,1941.0,1,6,1,1376,968,768,368,0.0,1950,1941,5
264,1,1972.0,0,7,1,1218,672,672,317,281.0,1972,1972,6
0,0,1980.0,0,10,2,1928,948,686,0,0.0,1995,1916,5
672,2,1970.0,2,12,2,3082,1687,824,523,0.0,1970,1920,7
796,3,1993.0,1,10,2,2520,1352,1338,1012,0.0,1993,1993,8
900,3,2002.0,0,6,2,1654,1654,1654,986,295.0,2002,2002,7
240,1,1938.0,1,5,1,954,954,920,0,0.0,1950,1938,5
290,1,1957.0,0,5,1,845,845,0,0,0.0,1957,1957,4
912,3,2008.0,1,6,2,1620,1620,1620,1022,70.0,2008,2007,9
905,2,2001.0,1,7,2,2263,1055,1055,0,396.0,2002,2001,8
0,0,1980.0,1,6,1,1344,798,546,0,0.0,2008,1970,4
286,1,1970.0,0,3,1,630,630,630,509,0.0,1970,1970,4
484,2,1957.0,1,8,2,1803,1803,1134,168,67.0,2000,1957,5
484,2,1966.0,0,7,1,1632,800,800,400,252.0,2000,1966,6
624,2,2005.0,1,5,2,1306,1306,1306,900,135.0,2005,2005,6
514,2,1990.0,1,10,2,2329,1532,1475,1085,99.0,1990,1990,7
542,2,1981.0,1,9,2,2524,2524,2524,1104,0.0,1981,1981,8
452,2,1955.0,1,8,2,1733,1733,0,0,0.0,1955,1955,3
716,3,2005.0,1,11,3,2868,1992,1992,240,208.0,2006,2005,9
672,2,1996.0,0,5,1,990,990,990,686,0.0,1995,1994,5
336,2,1960.0,1,9,1,1771,1771,0,0,75.0,2006,1960,5
308,1,1946.0,0,6,1,930,930,0,0,0.0,2006,1946,4
436,2,2007.0,0,6,2,1302,1302,1302,0,0.0,2007,2007,7
440,2,2007.0,1,6,2,1316,1316,1316,0,0.0,2007,2007,7
540,2,1964.0,1,9,1,1977,1127,816,442,272.0,1978,1964,6
364,1,1957.0,1,7,1,1526,1526,1216,383,145.0,2002,1957,5
586,2,2002.0,1,7,2,1989,1091,1065,932,210.0,2002,2002,8
478,2,1976.0,1,7,2,1523,1523,1193,644,160.0,1976,1976,6
484,2,2005.0,1,6,2,1364,1364,1364,659,240.0,2005,2005,7
467,2,1994.0,1,7,2,1850,979,973,595,0.0,1994,1994,7
836,3,2008.0,1,10,2,2184,1130,1104,936,154.0,2008,2008,9
432,2,1977.0,1,7,1,1991,1096,854,297,480.0,1950,1932,6
582,2,2001.0,0,6,2,1338,1338,1338,616,0.0,2001,2001,8
1248,3,1994.0,0,6,1,894,894,894,0,0.0,1950,1935,3
560,2,1945.0,0,10,2,2337,1422,662,0,0.0,1950,1900,5
440,2,1976.0,1,5,1,1103,1103,1103,397,0.0,1980,1925,6
480,2,1966.0,1,6,1,1154,1154,1154,740,200.0,1966,1966,5
533,2,1996.0,0,7,2,2260,1306,1306,1201,0.0,1997,1996,7
380,2,1993.0,1,7,2,1571,799,799,0,0.0,1994,1993,6
442,2,1964.0,0,7,1,1611,798,780,674,360.0,1964,1964,6
576,2,1973.0,1,10,2,2521,1291,942,837,0.0,1973,1973,6
576,2,1985.0,0,4,1,893,893,845,220,0.0,2003,1949,5
286,1,1956.0,0,6,1,1048,1048,1048,586,120.0,1956,1956,5
441,2,1968.0,0,8,1,1556,829,727,298,0.0,1968,1968,6
280,1,1954.0,1,7,1,1456,1002,810,0,0.0,1950,1948,5
440,2,1977.0,0,6,1,1426,698,690,535,140.0,1977,1977,6
826,3,2006.0,0,5,2,1240,1240,1240,0,0.0,2006,2006,7
240,1,1940.0,2,6,1,1740,960,800,410,0.0,1984,1940,7
566,2,1950.0,1,7,2,1466,1096,796,626,0.0,1989,1936,5
299,1,1969.0,0,6,1,1096,1096,1096,75,0.0,1969,1969,5
420,2,2004.0,1,3,1,848,848,848,662,169.0,2004,2004,6
299,1,1996.0,0,5,1,990,990,990,495,0.0,1994,1994,5
528,2,1971.0,0,5,2,1258,1258,1258,656,144.0,2004,1971,6
308,1,1963.0,0,5,1,1040,1040,1040,824,0.0,1963,1963,5
527,2,2002.0,1,6,2,1459,1459,1459,0,100.0,2002,2002,7
461,1,1964.0,2,6,1,1251,1251,1251,553,425.0,1964,1964,6
409,2,1995.0,1,6,2,1498,691,691,592,0.0,1996,1995,6
564,2,1992.0,0,5,1,996,996,936,747,0.0,1992,1992,6
286,1,1973.0,0,6,1,1092,546,546,334,0.0,1973,1973,4
1043,3,2005.0,1,9,2,1953,1082,1082,0,0.0,2006,2005,8
380,2,2004.0,0,7,2,1709,970,970,0,50.0,2004,2004,7
550,2,2005.0,1,4,1,1247,1247,1247,1039,0.0,2005,2005,8
400,2,1987.0,0,6,2,1040,1040,0,0,0.0,1950,1950,3
462,2,1999.0,0,4,2,1252,624,600,510,212.0,2000,1999,7
576,2,1925.0,1,7,2,1694,1390,1181,423,0.0,1950,1925,6
884,2,1977.0,0,6,1,1200,1200,864,661,166.0,1998,1965,5
308,1,1956.0,0,4,1,936,936,936,248,0.0,2000,1956,5
440,2,2006.0,1,6,2,1314,1314,1314,24,0.0,2006,2006,6
0,0,1980.0,0,7,1,1355,773,684,0,0.0,2006,1914,6
461,2,1987.0,0,5,1,1088,1088,1074,0,0.0,1986,1986,8
240,1,1936.0,0,6,1,1324,757,672,672,0.0,1950,1936,4
478,2,1978.0,1,7,2,1601,1601,1271,704,206.0,1978,1978,7
246,1,1930.0,0,3,1,438,438,290,290,0.0,1950,1920,2
280,1,1981.0,0,5,1,950,950,950,412,0.0,1971,1971,5
254,1,1960.0,0,6,1,1134,1134,1010,588,45.0,2002,1960,5
539,2,1954.0,1,6,1,1194,1194,655,655,0.0,1959,1959,6
440,2,1970.0,0,6,2,1302,630,630,0,304.0,1970,1970,5
712,2,1994.0,2,9,2,2622,1500,1463,1032,362.0,1995,1994,8
719,2,1990.0,1,6,2,1442,1442,910,738,0.0,1991,1990,7
422,2,2006.0,1,9,2,2021,887,868,0,0.0,2006,2006,7
463,2,2000.0,1,7,2,1690,948,924,0,0.0,2000,2000,6
862,3,2004.0,1,7,2,1836,1836,1836,1039,42.0,2005,2004,8
431,2,1995.0,1,8,2,1658,773,773,219,0.0,1996,1995,6
483,2,1976.0,1,8,2,1964,1098,803,403,660.0,1976,1976,7
308,1,1957.0,0,5,1,816,816,816,708,0.0,1957,1957,5
240,1,1953.0,0,6,1,1008,1008,1008,643,0.0,2006,1953,5
326,1,1955.0,0,4,1,833,833,833,415,0.0,2000,1954,5
928,3,2007.0,1,7,2,1734,1734,1734,1004,328.0,2007,2007,8
527,2,2002.0,1,7,2,1419,779,408,353,0.0,2002,2002,8
450,2,1967.0,0,5,1,894,894,894,702,0.0,2003,1967,5
300,1,1958.0,0,6,1,1601,1021,533,0,0.0,1987,1958,5
286,1,1959.0,0,6,1,1040,1040,1040,369,0.0,1959,1959,5
