GarageArea,GarageCars,GarageYrBlt,TotRmsAbvGrd,FullBath,GrLivArea,1stFlrSF,TotalBsmtSF,BsmtFinSF1,MasVnrArea,YearRemodAdd,YearBuilt,OverallQual,SalePrice
540,2,1988.0,5,2,1680,1680,880,808,260.0,2007,1988,6,222000
632,2,2007.0,6,2,1232,1232,1232,724,82.0,2007,2007,7,194500
888,3,1968.0,9,2,1776,1776,1584,0,95.0,1958,1958,5,110000
539,2,1962.0,5,1,1208,848,780,152,0.0,1950,1925,4,103000
608,2,1995.0,5,2,1616,1616,1595,1180,0.0,1996,1995,8,236500
438,2,2003.0,6,2,1146,1146,868,786,442.0,2003,2003,7,187500
541,2,1998.0,8,2,2031,1153,1153,252,202.0,1999,1998,7,222500
264,1,1961.0,6,1,1144,1144,864,594,0.0,1983,1961,5,131400
300,1,1968.0,6,1,948,948,948,0,0.0,1968,1968,5,108000
320,2,1914.0,6,1,1768,880,880,390,0.0,1970,1914,7,163000
400,2,1949.0,6,2,1040,1040,0,0,0.0,1950,1950,3,93500
800,3,2005.0,8,2,1801,901,893,0,0.0,2005,2005,8,239900
0,0,1980.0,5,3,1200,1200,1200,1200,0.0,1988,1987,5,179000
572,2,2004.0,7,2,1728,864,864,0,0.0,2004,2004,7,190000
360,2,1910.0,7,2,1432,768,264,0,0.0,2002,1910,5,132000
288,1,1962.0,5,1,912,912,912,832,0.0,1996,1961,6,142000
539,2,2000.0,6,2,1349,1349,1349,0,108.0,2001,2000,7,179000
480,2,1997.0,6,2,1464,1464,520,444,0.0,1999,1963,5,175000
462,2,1993.0,5,2,1337,1337,1337,733,0.0,1993,1993,8,180000
831,2,1994.0,11,3,2715,1175,1142,575,289.0,1996,1976,8,299800
554,2,2000.0,8,2,2256,980,952,300,0.0,2000,2000,7,236000
864,4,1950.0,8,1,2640,1320,1240,0,0.0,2003,1880,7,265979
527,2,1996.0,7,2,1720,1720,1720,919,338.0,1996,1996,7,260400
240,1,1945.0,9,2,1529,1088,0,0,0.0,1950,1945,4,98000
0,0,1980.0,7,1,1140,792,576,0,0.0,2004,1910,4,96500
400,2,2003.0,6,2,1320,660,660,0,0.0,2003,2003,7,162000
576,2,1997.0,6,2,1494,1494,1479,1200,0.0,1997,1997,6,217000
878,3,2005.0,8,2,2098,1038,1030,0,178.0,2005,2005,8,275500
440,2,1969.0,5,1,1026,1026,1026,439,0.0,2005,1969,6,156000
440,2,1999.0,6,2,1471,742,729,381,894.0,1999,1999,6,172500
578,2,2007.0,7,2,1768,866,866,20,0.0,2007,2007,8,212000
440,2,1978.0,6,2,1386,672,672,438,328.0,1978,1978,6,158900
440,2,1999.0,6,2,1501,757,744,549,360.0,1999,1999,7,179400
752,3,1995.0,9,2,2531,1328,1318,56,513.0,1995,1995,8,290000
300,1,2008.0,5,1,864,864,864,612,0.0,1959,1959,6,127500
440,2,1965.0,5,1,1301,1301,1145,405,0.0,1950,1924,5,100000
614,2,2009.0,7,2,1547,764,756,24,0.0,2009,2009,7,215200
856,3,1999.0,8,2,2365,1268,1252,1163,673.0,1999,1999,8,337000
481,2,1995.0,6,1,1494,1494,1494,437,0.0,1996,1995,8,270000
592,2,2008.0,6,2,1506,1506,1498,0,284.0,2008,2008,9,264132
496,2,1988.0,7,2,1714,980,980,394,42.0,1988,1988,7,196500
423,1,1989.0,7,2,1750,983,983,660,0.0,1985,1940,6,160000
484,2,2004.0,8,2,1836,1836,1860,24,0.0,2005,2004,7,216837
841,3,2003.0,12,3,3279,1690,1650,1416,603.0,2003,2003,8,538000
576,2,1983.0,5,1,858,858,858,685,0.0,1982,1982,5,134900
396,2,1951.0,6,1,1220,1220,836,836,0.0,1951,1951,4,102000
672,2,1976.0,6,1,1117,1117,1029,422,0.0,1976,1976,6,107000
275,1,1958.0,5,1,912,912,912,456,1.0,1958,1958,5,114500
895,3,2006.0,9,2,1973,1973,1935,0,375.0,2006,2006,8,395000
412,2,1998.0,5,2,1204,1204,1204,866,320.0,1998,1998,6,162000
865,3,2005.0,7,2,1614,1614,1614,20,240.0,2006,2005,7,221500
440,2,1974.0,5,1,894,894,864,762,0.0,1974,1974,5,142500
630,2,1977.0,10,2,2020,2020,0,0,320.0,1977,1977,5,144000
504,2,1977.0,4,1,1004,1004,975,975,90.0,1977,1977,6,135000
402,2,1995.0,6,2,1253,1253,1237,0,38.0,1996,1995,7,176000
484,2,1992.0,7,2,1603,810,761,387,0.0,1992,1992,6,175900
605,2,2001.0,6,2,1430,1430,1413,0,0.0,2002,2001,7,187100
602,2,1978.0,4,1,1110,1110,1097,1097,104.0,1978,1978,5,165500
0,0,1980.0,9,2,1484,742,742,0,0.0,2001,1914,6,128000
457,2,1967.0,7,2,1342,1342,1372,251,0.0,1967,1967,6,161500
416,1,1961.0,7,2,1652,966,686,686,0.0,1950,1915,5,139000
618,2,2004.0,8,2,2084,956,956,656,0.0,2004,2004,7,233000
281,1,1954.0,4,1,901,901,901,0,0.0,2000,1954,4,107900
444,2,1966.0,9,2,2087,976,832,568,157.0,2007,1966,6,187500
397,2,2005.0,5,2,1145,1145,1145,16,11.0,2006,2005,7,160200
539,2,1976.0,5,1,1062,1062,1029,539,0.0,1976,1976,6,146800
455,2,1997.0,8,2,2013,1127,1117,862,0.0,1997,1996,7,269790
474,2,2007.0,7,2,1496,1496,1496,0,140.0,2007,2007,8,225000
409,2,1994.0,7,2,1895,1086,712,0,0.0,1996,1994,7,194500
476,2,1980.0,7,2,1564,888,650,0,130.0,1981,1980,6,171000
528,2,1977.0,7,1,1285,1285,660,0,148.0,1977,1977,6,143500
240,1,1953.0,4,1,773,773,773,570,0.0,1953,1953,5,110000
820,3,2009.0,11,3,3140,1966,1926,0,860.0,2009,2008,9,485000
240,1,1939.0,7,1,1768,981,731,569,252.0,1950,1937,5,175000
603,2,1997.0,8,2,1688,616,616,462,0.0,1997,1997,6,200000
440,2,1957.0,5,1,1196,1196,1196,197,0.0,1990,1916,4,109900
410,2,2005.0,7,2,1456,728,728,648,0.0,2005,2005,7,189000
1020,3,2009.0,12,3,2822,1734,1734,0,424.0,2009,2008,9,582933
286,1,1954.0,5,1,1128,1128,936,812,0.0,1954,1954,5,118000
554,2,2008.0,6,2,1428,1428,1417,0,256.0,2008,2008,7,227680
384,1,1967.0,6,2,980,980,980,400,0.0,1967,1967,5,135500
528,2,1923.0,6,1,1576,1072,1324,1309,0.0,2004,1923,5,223500
484,2,1966.0,6,1,1086,1086,1024,516,1047.0,1966,1966,5,159950
360,2,1910.0,11,2,2138,1075,849,0,0.0,1965,1898,5,106000
484,2,1974.0,5,1,1309,1309,1040,663,99.0,1999,1974,6,181000
420,2,2004.0,4,1,848,848,848,662,169.0,2004,2004,6,144500
504,2,1952.0,4,1,1044,1044,540,0,0.0,1952,1952,5,55993
301,1,1958.0,7,1,1442,1442,1442,608,243.0,1958,1958,6,157900
280,1,1955.0,7,1,1250,686,686,0,0.0,1950,1918,5,116000
598,2,1998.0,6,2,1661,1661,1649,0,442.0,1998,1998,7,224900
275,1,1954.0,4,1,1008,1008,1008,486,0.0,1954,1954,5,137000
857,3,2002.0,7,2,1689,1689,1568,1218,148.0,2002,2002,8,271000
440,2,1971.0,6,1,1052,1052,1010,504,80.0,1971,1971,6,155000
484,2,2010.0,6,2,1358,1358,1358,733,128.0,2010,2009,7,224000
595,2,2003.0,6,2,1640,798,798,0,0.0,2003,2003,7,183000
576,2,1974.0,4,1,936,936,936,0,0.0,1953,1953,4,93000
433,2,2003.0,7,2,1733,847,847,0,0.0,2003,2003,7,225000
240,1,1940.0,7,2,1489,944,778,0,0.0,1950,1940,6,139500
776,2,2006.0,7,2,1489,1489,1489,0,0.0,2006,2006,8,232600
1220,3,2007.0,7,2,2084,2084,2078,1636,816.0,2008,2007,10,385000
0,0,1980.0,5,1,784,784,784,784,0.0,1950,1924,5,109500
527,2,2001.0,6,2,1434,1434,1454,20,0.0,2001,2001,7,189000
538,2,1967.0,7,2,2126,1160,1013,249,0.0,1967,1967,5,185000
480,2,2005.0,4,2,1223,520,600,0,0.0,2005,2005,7,147400
458,2,1957.0,6,1,1392,1392,1392,1040,387.0,1957,1957,6,166000
480,2,2005.0,4,2,1200,520,600,0,0.0,2005,2005,7,151000
613,2,2003.0,7,2,1829,941,941,483,223.0,2003,2003,7,237000
472,2,1964.0,6,1,1516,1516,1516,196,180.0,1964,1964,6,167000
456,2,1961.0,6,1,1144,1144,1144,572,136.0,1961,1961,5,139950
436,2,1996.0,4,2,1067,1067,1067,442,0.0,1995,1950,4,128000
812,2,1948.0,5,1,1559,1559,1559,338,0.0,1973,1948,5,153500
264,1,1973.0,5,1,987,483,483,330,158.0,1973,1973,6,100000
352,1,1999.0,6,1,1099,1099,1099,0,0.0,2006,1995,5,144000
240,1,1946.0,6,1,1200,768,768,352,0.0,1995,1946,5,130500
400,1,1934.0,7,2,1482,810,672,156,0.0,1950,1925,6,140000
686,2,1983.0,8,2,1539,958,650,0,0.0,2002,1904,5,157500
490,2,1966.0,6,1,1165,1165,1127,312,183.0,1966,1966,6,174900
0,0,1980.0,10,2,1800,1800,1800,0,0.0,1961,1961,5,141000
720,3,1949.0,7,1,1416,876,876,0,0.0,1950,1915,5,153900
611,2,1975.0,6,2,1701,1701,1390,1390,0.0,1981,1975,5,171000
425,2,1993.0,7,2,1775,1006,740,513,137.0,1993,1993,7,213000
338,1,1972.0,5,1,864,864,864,460,0.0,1972,1972,5,133500
360,2,1908.0,10,3,2358,1307,907,0,0.0,1997,1908,6,240000
512,2,1976.0,7,2,1855,1094,528,0,360.0,1994,1976,6,187000
420,2,2003.0,3,1,848,848,848,659,170.0,2003,2003,6,131500
400,2,2003.0,7,2,1456,1456,1273,0,40.0,2003,2003,8,215000
240,1,1941.0,7,2,1646,918,918,364,0.0,1950,1941,7,164000
645,2,1964.0,7,1,1445,1445,1127,564,115.0,1964,1964,6,158000
454,2,1955.0,6,1,1779,1779,1763,306,0.0,1974,1955,5,170000
260,1,1962.0,6,1,1040,1040,1040,659,0.0,2010,1962,5,127000
576,2,1981.0,5,1,1026,1026,940,505,0.0,1978,1978,6,147000
343,2,1994.0,6,2,1481,702,702,0,0.0,1995,1994,6,174000
479,2,1976.0,6,2,1370,1370,1090,0,189.0,1976,1976,7,152000
619,2,1968.0,9,2,2654,1512,1054,619,220.0,1984,1968,6,250000
216,1,1925.0,7,1,1426,912,912,0,0.0,1998,1918,7,189950
504,2,1965.0,6,1,1039,1039,1039,841,0.0,1965,1965,5,131500
480,2,1986.0,6,2,1097,1097,1040,338,0.0,1985,1984,6,152000
672,1,1959.0,6,1,1148,1148,1148,1148,0.0,1959,1959,5,132500
529,2,2008.0,6,2,1372,1372,1372,0,0.0,2008,2007,7,250580
902,2,1973.0,5,1,1002,1002,1002,828,76.0,1970,1970,5,148500
870,3,2007.0,6,2,1646,1646,1638,0,274.0,2007,2006,8,248900
544,2,1961.0,5,1,1120,1120,1040,932,0.0,1961,1961,4,129000
672,2,1979.0,7,2,2320,1547,0,0,0.0,1950,1948,5,169000
574,2,1993.0,8,2,1949,1062,1050,750,246.0,1994,1993,7,236000
308,1,1962.0,5,1,894,894,894,0,0.0,1962,1962,5,109500
523,2,1998.0,7,2,1682,804,804,505,116.0,1998,1998,6,200500
414,2,1953.0,5,1,910,910,105,0,0.0,1996,1953,5,116000
288,1,1949.0,6,1,1268,1036,832,375,0.0,1950,1949,5,133000
200,1,1941.0,5,1,1131,676,676,0,0.0,1950,1941,5,66500
550,2,2007.0,11,2,2610,1184,1184,64,0.0,2007,2007,8,303477
648,2,1963.0,5,1,1040,1040,1064,633,0.0,1963,1963,4,132250
738,3,2004.0,10,2,2224,1462,1462,1170,216.0,2005,2004,9,350000
576,2,1987.0,6,1,1155,1155,1109,899,0.0,1995,1961,5,148000
336,1,1978.0,6,1,864,864,864,646,90.0,2005,1978,5,136500
450,2,2005.0,5,1,1090,1090,1090,980,0.0,2006,2005,5,157000
400,2,1990.0,7,2,1717,1187,1156,902,117.0,1991,1990,7,187500
389,2,1993.0,7,2,1593,808,808,0,0.0,1993,1992,6,178000
440,1,1997.0,10,1,2230,954,795,0,0.0,1950,1912,4,118500
288,1,1967.0,5,1,892,892,892,432,60.0,1967,1967,5,100000
506,2,1999.0,5,2,1709,1709,1698,1238,60.0,2000,1999,9,328900
588,2,2005.0,8,2,1712,1712,1626,528,122.0,2005,1959,5,145000
300,1,1955.0,8,1,1393,872,816,0,0.0,1955,1955,5,135500
621,2,1970.0,8,2,2217,2217,2217,351,0.0,1970,1970,8,268000
505,2,1953.0,6,1,1505,1505,1505,1024,90.0,1953,1953,6,149500
576,2,2003.0,6,1,924,672,672,0,0.0,2006,1949,5,122900
440,2,1978.0,7,2,1683,918,918,226,92.0,1978,1978,6,172500
264,1,1963.0,6,1,1068,1068,1059,663,0.0,2003,1963,6,154500
354,1,1954.0,6,1,1383,1383,1383,1064,0.0,1954,1954,5,165000
400,2,1979.0,8,2,1535,1535,0,0,0.0,1979,1979,5,118858
483,2,1963.0,8,1,1796,983,780,400,415.0,1963,1963,6,140000
327,1,1936.0,6,1,951,951,951,285,0.0,1950,1936,4,106500
528,2,1979.0,12,2,2240,1120,0,0,0.0,1979,1979,5,142953
820,3,2009.0,11,2,2364,2364,2330,2188,760.0,2010,2009,9,611657
288,1,1961.0,6,1,1236,1236,912,465,0.0,1994,1961,5,135000
684,1,1979.0,4,1,858,858,858,322,0.0,1971,1971,4,110000
756,1,1968.0,5,1,1306,1306,992,860,0.0,2000,1957,5,153000
393,2,2003.0,8,2,1509,807,783,0,0.0,2003,2003,7,180000
690,3,2006.0,7,2,1670,1670,1670,0,27.0,2006,2006,7,240000
288,1,1967.0,6,1,902,902,876,599,75.0,1967,1967,5,125500
280,1,1954.0,6,1,1063,1063,1056,354,110.0,1954,1954,5,128000
865,3,2006.0,8,2,1636,1636,1623,63,208.0,2006,2006,8,255000
180,1,1936.0,6,1,2057,1020,1017,223,0.0,1987,1936,7,250000
484,2,1983.0,5,1,902,902,864,301,0.0,1983,1983,5,131000
390,2,2005.0,8,2,1484,742,742,0,0.0,2005,2005,6,174000
480,2,1960.0,12,2,2274,1105,1105,443,361.0,1960,1960,5,154300
252,1,1978.0,5,1,1268,1268,1268,196,0.0,1989,1977,5,143500
450,1,1925.0,6,1,1015,1015,768,489,0.0,1950,1925,5,88000
871,3,1949.0,8,2,2002,1001,1001,284,0.0,1950,1949,5,145000
528,2,2009.0,4,2,1224,612,612,294,76.0,2009,2009,6,173733
286,1,1970.0,6,1,1092,546,546,0,80.0,1970,1970,4,75000
308,1,1958.0,4,0,480,480,480,50,0.0,1950,1949,2,35311
284,1,1956.0,6,1,1229,1229,1134,1059,0.0,1956,1956,4,135000
833,3,1991.0,8,2,2127,912,1104,48,0.0,1991,1991,7,238000
601,2,1990.0,6,1,1414,1414,1184,528,0.0,2002,1958,6,176500
471,2,1994.0,7,2,1721,936,928,814,105.0,1994,1994,6,201000
0,0,1980.0,9,2,2200,1272,1272,1084,0.0,2003,1900,5,145900
397,2,2005.0,6,2,1316,1316,1316,28,0.0,2006,2005,6,169990
533,2,1993.0,5,2,1617,1617,1604,165,0.0,1994,1993,6,193000
612,2,1980.0,7,2,1686,1686,1686,625,157.0,1980,1980,6,207500
540,2,1977.0,6,2,1126,1126,1126,767,0.0,1977,1977,5,175000
656,3,2003.0,10,2,2374,1234,1181,0,340.0,2004,2003,8,285000
486,2,1968.0,9,2,1978,1098,832,552,342.0,1968,1968,7,176000
522,2,2001.0,7,2,1788,1788,1753,0,0.0,2001,2001,8,236500
642,2,1997.0,8,2,2236,993,964,0,285.0,1997,1997,7,222000
610,3,2007.0,7,2,1466,1466,1466,16,0.0,2007,2007,8,201000
429,1,1965.0,5,1,925,925,925,338,0.0,1965,1965,5,117500
788,3,2006.0,8,2,1905,1905,1905,0,302.0,2006,2006,9,320000
570,2,2004.0,6,2,1500,1500,1500,20,210.0,2004,2004,7,190000
505,2,1960.0,9,2,2069,2069,585,425,0.0,2007,1960,7,242000
528,2,1953.0,5,1,747,747,600,0,108.0,1953,1926,4,79900
555,2,2003.0,5,2,1200,1200,1176,833,0.0,2003,2003,7,184900
689,2,2005.0,8,2,1971,1113,1113,341,0.0,2005,2005,7,253000
868,3,2006.0,7,2,1962,1391,1391,464,0.0,2006,2006,7,239799
349,1,1940.0,10,2,2403,1207,1032,0,0.0,1950,1940,7,244400
574,2,1976.0,8,2,1728,1728,1728,936,0.0,1976,1976,6,150900
390,2,1999.0,8,2,2060,1022,992,772,298.0,1999,1999,7,214000
0,0,1980.0,8,2,1440,1440,1440,1440,0.0,1977,1977,4,150000
576,2,1967.0,8,2,1632,1632,1632,0,0.0,1967,1967,5,143000
525,2,1958.0,7,1,1344,1344,819,111,541.0,1958,1958,6,137500
456,2,1963.0,7,1,1869,1188,1088,1088,0.0,1996,1890,5,124900
796,1,1959.0,6,1,1144,1144,1144,748,128.0,1959,1959,5,143000
808,3,2002.0,9,2,1629,1629,1616,1300,236.0,2003,2002,8,270000
474,2,2002.0,7,2,1776,936,936,0,144.0,2002,2002,7,192500
676,2,1972.0,5,1,1381,1381,1161,982,0.0,2006,1972,6,197500
720,2,1980.0,5,1,864,864,864,398,0.0,2002,1950,5,129000
300,1,1979.0,6,1,965,965,828,641,0.0,1965,1965,5,119900
396,1,1974.0,5,1,768,768,768,660,0.0,2003,1972,5,133900
530,2,1969.0,7,2,1968,1168,784,562,232.0,1969,1969,5,172000
0,0,1980.0,4,2,980,980,945,945,250.0,1975,1975,6,127500
492,2,1946.0,8,2,1958,979,979,484,423.0,1950,1946,6,145000
462,2,1980.0,5,1,1229,561,561,285,0.0,1980,1980,6,124000
576,2,1977.0,6,1,1057,1057,1057,417,0.0,1962,1962,5,132000
531,2,2003.0,6,2,1337,1337,1337,699,0.0,2003,2003,7,185000
484,2,1999.0,6,2,1416,696,696,604,0.0,1999,1999,7,155000
0,0,1980.0,4,1,858,858,858,696,0.0,2008,1958,5,116500
619,2,1977.0,11,2,2872,1542,1330,896,424.0,1995,1977,6,272000
440,2,1976.0,7,2,1548,804,804,556,0.0,1976,1976,6,155000
702,2,2007.0,7,2,1800,1800,1800,0,0.0,2007,2007,9,239000
510,2,2002.0,8,2,1894,824,817,624,44.0,2003,2002,7,214900
393,2,2005.0,8,2,1484,783,783,0,0.0,2007,2005,6,178900
256,1,1940.0,7,1,1308,976,728,428,0.0,1950,1940,5,160000
260,1,1955.0,6,1,1098,1098,1098,902,151.0,1955,1955,5,135000
0,0,1980.0,6,1,968,600,600,0,0.0,1950,1910,3,37900
264,1,1958.0,6,1,1095,1095,588,513,105.0,1958,1958,6,140000
0,0,1980.0,6,1,1192,720,720,0,0.0,1950,1949,4,135000
474,2,2003.0,6,2,1626,764,764,567,106.0,2004,2003,7,173000
264,1,1979.0,5,2,918,918,918,0,0.0,1979,1979,6,99500
480,2,2007.0,6,2,1428,1428,1428,0,0.0,2008,2007,7,182000
532,2,1997.0,8,1,2019,1136,728,0,0.0,1993,1910,7,167500
490,2,2000.0,6,2,1382,673,673,641,0.0,2000,2000,7,165000
0,0,1980.0,4,1,869,869,440,0,0.0,1958,1923,4,85500
569,2,2007.0,4,1,1241,1241,1241,1106,0.0,2007,2006,7,199900
400,2,1999.0,5,1,894,894,894,552,0.0,1954,1954,4,110000
480,2,1963.0,5,1,1121,1121,1121,651,0.0,1963,1963,5,139000
588,2,1961.0,6,1,999,999,944,867,210.0,2007,1961,7,178400
676,3,1998.0,8,2,2612,1276,1225,854,975.0,1999,1998,8,336000
388,2,2007.0,6,2,1266,1266,1266,0,16.0,2007,2007,7,159895
779,2,2002.0,9,2,2290,1149,1128,0,0.0,2002,2002,8,255900
539,2,1977.0,8,2,1734,1302,0,0,0.0,1977,1977,5,126000
240,1,1950.0,5,1,1164,1164,1164,1040,0.0,1950,1950,5,125000
255,1,1950.0,5,1,1635,1001,485,0,0.0,2003,1910,6,117000
606,3,2010.0,8,2,1940,1940,1930,1646,450.0,2010,2009,9,395192
551,2,1976.0,8,2,2030,1118,848,156,298.0,1976,1976,6,195000
614,2,2006.0,6,2,1576,778,770,0,0.0,2006,2006,7,197000
870,3,1997.0,7,2,2392,1407,1396,1074,423.0,1998,1997,8,348000
424,2,1925.0,8,1,1742,916,916,216,0.0,1986,1882,8,168000
440,2,1964.0,7,2,1851,1020,822,536,340.0,1993,1964,6,187000
564,2,2005.0,6,2,1500,750,750,0,0.0,2006,2005,6,173900
786,3,2008.0,7,2,1718,1718,1700,1172,230.0,2007,2006,10,337500
305,1,1946.0,5,1,1230,774,747,384,0.0,1950,1946,4,121600
368,1,1961.0,6,1,1050,1050,1050,915,0.0,1961,1961,5,136500
615,2,1970.0,6,2,1442,1442,1442,0,571.0,1970,1970,6,185000
210,1,1922.0,6,1,1077,1077,1007,0,0.0,1950,1922,3,91000
632,2,2006.0,6,2,1208,1208,1187,686,24.0,2006,2006,7,206000
528,2,1956.0,4,1,944,944,0,0,0.0,1952,1952,3,82000
216,1,1920.0,4,1,691,691,691,0,0.0,1950,1920,5,86000
824,3,2006.0,7,2,1574,1574,1574,24,53.0,2006,2006,8,232000
528,2,1976.0,8,2,1680,1680,1680,0,164.0,1976,1976,5,136905
457,2,2005.0,7,2,1504,1504,1346,16,16.0,2006,2005,7,181000
328,1,1977.0,6,2,985,985,985,595,220.0,1977,1977,5,149900
484,2,1970.0,7,2,1657,1657,1657,1237,0.0,1970,1970,6,163500
286,1,1970.0,6,1,1092,546,546,273,0.0,1970,1970,4,88000
550,2,2004.0,7,2,1710,1710,1710,0,108.0,2005,2004,7,240000
0,0,1980.0,7,2,1522,1008,1008,0,0.0,1950,1926,5,102000
312,1,1948.0,7,2,1271,720,720,0,0.0,1950,1948,5,135000
0,0,1980.0,8,2,1664,1664,0,0,0.0,1965,1965,5,100000
180,1,1923.0,7,1,1502,900,602,0,0.0,1996,1923,6,165000
280,1,1956.0,4,1,1022,1022,1022,247,0.0,2006,1910,5,85000
240,1,1948.0,5,1,1082,1082,1082,336,206.0,1950,1948,6,119200
528,2,2001.0,6,2,1665,810,810,643,0.0,2001,2001,8,227000
478,2,1996.0,6,2,1504,1504,1504,690,196.0,1996,1996,7,203000
565,2,1984.0,4,1,1360,1360,1220,1036,0.0,1984,1984,8,187500
402,2,1991.0,7,2,1472,802,384,0,76.0,1992,1991,7,160000
440,2,2005.0,6,2,1506,1506,1362,16,145.0,2005,2005,7,213490
451,2,2005.0,5,1,1132,1132,1132,1024,0.0,2005,2005,4,176000
632,2,2006.0,6,2,1220,1220,1199,684,84.0,2006,2006,7,194000
160,1,1957.0,6,1,1248,912,912,324,0.0,1950,1930,5,87000
437,2,2005.0,7,2,1504,1504,1346,16,14.0,2006,2005,7,191000
665,2,1976.0,10,2,2898,2898,1565,1165,0.0,1976,1976,8,287000
461,2,1980.0,5,1,882,882,882,138,0.0,1972,1972,5,112500
461,2,1960.0,6,1,1264,1264,1268,697,324.0,1960,1960,5,167500
800,3,2008.0,7,2,1646,1646,1638,1513,338.0,2008,2007,8,293077
240,1,1941.0,6,1,1376,968,768,368,0.0,1950,1941,5,105000
264,1,1972.0,7,1,1218,672,672,317,281.0,1972,1972,6,118000
0,0,1980.0,10,2,1928,948,686,0,0.0,1995,1916,5,160000
672,2,1970.0,12,2,3082,1687,824,523,0.0,1970,1920,7,197000
796,3,1993.0,10,2,2520,1352,1338,1012,0.0,1993,1993,8,310000
900,3,2002.0,6,2,1654,1654,1654,986,295.0,2002,2002,7,230000
240,1,1938.0,5,1,954,954,920,0,0.0,1950,1938,5,119750
290,1,1957.0,5,1,845,845,0,0,0.0,1957,1957,4,84000
912,3,2008.0,6,2,1620,1620,1620,1022,70.0,2008,2007,9,315500
905,2,2001.0,7,2,2263,1055,1055,0,396.0,2002,2001,8,287000
0,0,1980.0,6,1,1344,798,546,0,0.0,2008,1970,4,97000
286,1,1970.0,3,1,630,630,630,509,0.0,1970,1970,4,80000
484,2,1957.0,8,2,1803,1803,1134,168,67.0,2000,1957,5,155000
484,2,1966.0,7,1,1632,800,800,400,252.0,2000,1966,6,173000
624,2,2005.0,5,2,1306,1306,1306,900,135.0,2005,2005,6,196000
514,2,1990.0,10,2,2329,1532,1475,1085,99.0,1990,1990,7,262280
542,2,1981.0,9,2,2524,2524,2524,1104,0.0,1981,1981,8,278000
452,2,1955.0,8,2,1733,1733,0,0,0.0,1955,1955,3,139600
716,3,2005.0,11,3,2868,1992,1992,240,208.0,2006,2005,9,556581
672,2,1996.0,5,1,990,990,990,686,0.0,1995,1994,5,145000
336,2,1960.0,9,1,1771,1771,0,0,75.0,2006,1960,5,115000
308,1,1946.0,6,1,930,930,0,0,0.0,2006,1946,4,84900
436,2,2007.0,6,2,1302,1302,1302,0,0.0,2007,2007,7,176485
440,2,2007.0,6,2,1316,1316,1316,0,0.0,2007,2007,7,200141
540,2,1964.0,9,1,1977,1127,816,442,272.0,1978,1964,6,165000
364,1,1957.0,7,1,1526,1526,1216,383,145.0,2002,1957,5,144500
586,2,2002.0,7,2,1989,1091,1065,932,210.0,2002,2002,8,255000
478,2,1976.0,7,2,1523,1523,1193,644,160.0,1976,1976,6,180000
484,2,2005.0,6,2,1364,1364,1364,659,240.0,2005,2005,7,185850
467,2,1994.0,7,2,1850,979,973,595,0.0,1994,1994,7,248000
836,3,2008.0,10,2,2184,1130,1104,936,154.0,2008,2008,9,335000
432,2,1977.0,7,1,1991,1096,854,297,480.0,1950,1932,6,220000
582,2,2001.0,6,2,1338,1338,1338,616,0.0,2001,2001,8,213500
1248,3,1994.0,6,1,894,894,894,0,0.0,1950,1935,3,81000
560,2,1945.0,10,2,2337,1422,662,0,0.0,1950,1900,5,90000
440,2,1976.0,5,1,1103,1103,1103,397,0.0,1980,1925,6,110500
480,2,1966.0,6,1,1154,1154,1154,740,200.0,1966,1966,5,154000
533,2,1996.0,7,2,2260,1306,1306,1201,0.0,1997,1996,7,328000
380,2,1993.0,7,2,1571,799,799,0,0.0,1994,1993,6,178000
442,2,1964.0,7,1,1611,798,780,674,360.0,1964,1964,6,167900
576,2,1973.0,10,2,2521,1291,942,837,0.0,1973,1973,6,151400
576,2,1985.0,4,1,893,893,845,220,0.0,2003,1949,5,135000
286,1,1956.0,6,1,1048,1048,1048,586,120.0,1956,1956,5,135000
441,2,1968.0,8,1,1556,829,727,298,0.0,1968,1968,6,154000
280,1,1954.0,7,1,1456,1002,810,0,0.0,1950,1948,5,91500
440,2,1977.0,6,1,1426,698,690,535,140.0,1977,1977,6,159500
826,3,2006.0,5,2,1240,1240,1240,0,0.0,2006,2006,7,194000
240,1,1940.0,6,1,1740,960,800,410,0.0,1984,1940,7,219500
566,2,1950.0,7,2,1466,1096,796,626,0.0,1989,1936,5,170000
299,1,1969.0,6,1,1096,1096,1096,75,0.0,1969,1969,5,138800
420,2,2004.0,3,1,848,848,848,662,169.0,2004,2004,6,155900
299,1,1996.0,5,1,990,990,990,495,0.0,1994,1994,5,126000
528,2,1971.0,5,2,1258,1258,1258,656,144.0,2004,1971,6,145000
308,1,1963.0,5,1,1040,1040,1040,824,0.0,1963,1963,5,133000
527,2,2002.0,6,2,1459,1459,1459,0,100.0,2002,2002,7,192000
461,1,1964.0,6,1,1251,1251,1251,553,425.0,1964,1964,6,160000
409,2,1995.0,6,2,1498,691,691,592,0.0,1996,1995,6,187500
564,2,1992.0,5,1,996,996,936,747,0.0,1992,1992,6,147000
286,1,1973.0,6,1,1092,546,546,334,0.0,1973,1973,4,83500
1043,3,2005.0,9,2,1953,1082,1082,0,0.0,2006,2005,8,252000
380,2,2004.0,7,2,1709,970,970,0,50.0,2004,2004,7,137500
550,2,2005.0,4,1,1247,1247,1247,1039,0.0,2005,2005,8,197000
