Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
702,20,4,80.0,9600,2,0,4,4,1,5,1,15,3,3,1,3,7,5,1969,1969,4,2,7,7,2,168.0,4,5,2,4,4,4,6,0,6,0,1164,1164,2,5,2,5,1164,0,0,1164,0,0,1,1,3,1,4,6,7,0,0,2,1969.0,3,2,528,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2006,1,5,140000
703,60,4,82.0,12438,2,0,1,4,1,5,1,23,3,3,1,6,8,5,2006,2006,4,2,13,14,2,466.0,1,5,3,1,2,4,6,0,6,0,1234,1234,2,1,2,5,1264,1312,0,2576,0,0,2,1,4,1,1,10,7,1,3,4,2006.0,1,3,666,5,5,3,324,100,0,0,0,0,0,0,0,0,7,2006,7,6,361919
704,190,5,76.0,7630,2,0,4,4,1,5,1,18,2,3,2,6,5,9,1900,1996,2,2,14,15,3,0.0,4,3,1,3,4,4,6,0,6,0,360,360,2,3,2,5,1032,780,0,1812,0,0,2,0,4,2,3,8,7,1,4,6,1999.0,3,2,672,5,5,1,344,0,40,0,0,0,0,3,0,0,5,2010,9,5,140000
705,20,4,70.0,8400,2,0,4,4,1,5,1,6,3,3,1,3,7,5,2004,2005,2,2,13,14,2,109.0,3,5,3,3,4,1,3,712,6,0,761,1473,2,1,2,5,1484,0,0,1484,1,0,2,0,3,1,3,7,7,0,0,2,2004.0,2,2,606,5,5,3,0,35,0,144,0,0,0,0,0,0,5,2010,9,5,213000
706,190,5,70.0,5600,2,0,4,4,1,5,1,10,3,3,2,6,4,5,1930,1950,4,2,13,16,3,0.0,2,2,4,0,0,0,0,0,0,0,0,0,2,2,1,5,372,720,0,1092,0,0,2,0,3,2,2,7,5,0,0,0,1980.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3500,7,2010,9,5,55000
707,20,4,69.0,115149,2,0,2,3,1,2,3,5,3,3,1,3,7,5,1971,2002,2,2,10,11,4,351.0,4,5,2,3,4,2,3,1219,6,0,424,1643,2,5,2,5,1824,0,0,1824,1,0,2,0,2,1,3,5,7,2,5,2,1971.0,3,2,739,5,5,3,380,48,0,0,0,0,0,0,0,0,6,2007,9,5,302000
708,120,4,48.0,6240,2,0,4,4,1,5,1,17,3,3,5,3,8,5,2006,2006,4,2,9,9,2,176.0,3,5,3,3,4,4,3,863,6,0,461,1324,2,1,2,5,1324,0,0,1324,1,0,2,0,2,1,3,6,7,1,3,2,2006.0,1,2,550,5,5,3,192,38,0,0,0,0,0,0,0,0,12,2009,9,5,254000
709,60,4,65.0,9018,2,0,1,4,1,5,1,9,3,3,1,6,7,5,2007,2007,4,2,13,14,3,0.0,3,5,3,3,4,1,6,0,6,0,728,728,2,1,2,5,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,3,2,2007.0,1,2,400,5,5,3,100,24,0,0,0,0,0,0,0,0,7,2007,7,6,179540
710,20,4,69.0,7162,2,0,1,4,1,5,1,20,3,3,1,3,5,7,1966,1966,2,2,7,7,1,41.0,4,5,3,4,4,4,6,0,6,0,876,876,2,5,2,5,904,0,0,904,0,0,1,0,3,1,4,6,7,0,0,2,1966.0,3,1,408,5,5,3,0,0,0,0,0,0,0,3,0,0,12,2008,9,1,109900
711,30,4,56.0,4130,2,0,1,4,1,5,1,4,3,3,1,3,3,6,1935,2003,2,2,13,14,3,0.0,3,5,2,4,4,4,6,0,6,0,270,270,2,3,2,5,729,0,0,729,0,0,1,0,2,1,4,5,2,0,0,0,1980.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2008,9,5,52000
712,50,1,66.0,8712,2,2,4,2,1,5,2,10,3,3,1,1,4,7,1900,1950,2,2,9,9,3,0.0,4,5,5,4,4,3,6,0,6,0,859,859,2,3,2,5,859,319,0,1178,0,0,1,0,2,1,4,7,7,0,0,6,1964.0,2,1,384,5,5,1,68,0,98,0,0,0,0,0,0,0,1,2010,9,1,102776
713,120,4,40.0,4671,2,0,1,2,1,5,1,23,3,3,5,3,8,5,1988,1989,2,2,7,7,3,0.0,3,5,3,3,4,3,3,767,6,0,461,1228,2,3,2,5,1228,0,0,1228,1,0,2,0,2,1,3,5,7,1,3,2,1988.0,1,2,472,5,5,3,168,120,0,0,0,0,0,0,0,0,10,2008,9,5,189000
714,190,4,60.0,9873,2,0,4,4,1,5,1,4,7,3,2,3,4,5,1970,1970,2,2,7,7,2,160.0,4,5,2,4,4,1,1,789,6,0,171,960,3,5,1,5,960,0,0,960,1,0,1,0,3,1,4,6,7,0,0,6,1970.0,3,2,576,5,5,3,0,288,0,0,0,0,0,0,0,0,5,2006,9,5,129000
715,60,4,69.0,13517,2,0,1,4,1,2,1,20,6,3,1,6,6,8,1976,2005,2,2,7,11,2,289.0,3,5,2,4,4,4,3,533,6,0,192,725,2,1,2,5,725,754,0,1479,0,0,2,1,3,1,3,6,7,0,0,2,1976.0,2,2,475,5,5,3,0,44,0,0,0,0,0,0,0,0,3,2010,9,5,130500
716,20,4,78.0,10140,2,0,4,4,1,5,1,15,3,3,1,3,6,5,1974,1974,4,2,7,7,2,174.0,4,5,2,3,4,4,6,0,6,0,1064,1064,2,5,2,5,1350,0,0,1350,0,0,2,0,3,1,4,7,7,1,5,2,1974.0,2,2,478,5,5,3,0,0,0,0,0,0,0,3,0,0,8,2009,9,5,165000
717,70,5,60.0,10800,2,1,4,1,1,5,1,18,3,3,1,6,7,8,1890,1998,2,2,14,14,3,0.0,4,3,1,4,4,4,6,0,6,0,718,718,2,1,2,5,1576,978,0,2554,0,0,1,1,3,1,4,8,7,0,0,6,1996.0,3,2,704,5,5,2,0,48,143,0,0,0,0,0,0,0,7,2007,9,5,159500
718,20,4,80.0,10000,2,0,4,4,1,5,1,15,3,3,1,3,5,6,1973,2000,2,2,7,7,3,0.0,4,5,2,3,4,4,2,1084,6,0,92,1176,2,3,2,5,1178,0,0,1178,0,1,1,1,3,1,3,5,7,1,2,2,1973.0,3,2,439,5,5,3,224,0,0,0,0,0,0,3,0,0,11,2008,9,5,157000
719,60,4,96.0,10542,2,0,4,4,1,5,1,16,3,3,1,6,7,5,1993,1994,4,2,14,8,2,651.0,3,5,3,3,4,2,3,1173,6,0,138,1311,2,1,2,5,1325,1093,0,2418,1,0,2,1,3,1,3,9,7,1,5,2,1993.0,2,3,983,5,5,3,250,154,216,0,0,0,0,0,0,0,8,2008,9,5,341000
720,20,4,69.0,9920,2,0,1,4,1,5,1,6,3,3,1,3,5,6,1969,1969,2,2,7,11,3,0.0,4,5,2,3,4,2,1,523,6,0,448,971,2,5,2,5,971,0,0,971,0,0,1,1,3,1,4,5,7,1,4,2,1969.0,3,1,300,5,5,3,0,0,0,0,0,0,0,0,0,0,5,2006,9,5,128500
721,120,4,69.0,6563,2,0,1,3,1,2,2,23,3,3,1,3,8,5,1985,1985,2,2,7,7,3,0.0,3,5,3,3,4,2,3,1148,6,0,594,1742,2,5,2,5,1742,0,0,1742,1,0,2,0,2,1,3,5,7,1,5,2,1985.0,2,2,564,5,5,3,114,28,234,0,0,0,0,0,0,0,12,2006,9,5,275000
722,120,5,69.0,4426,2,0,4,4,1,5,1,6,3,3,5,3,6,5,2004,2004,2,2,13,14,2,169.0,3,5,3,3,4,1,3,662,6,0,186,848,2,1,2,5,848,0,0,848,1,0,1,0,1,1,3,3,7,0,0,2,2004.0,2,2,420,5,5,3,160,0,0,0,0,0,0,0,0,0,5,2010,9,5,143000
723,20,4,70.0,8120,2,0,4,4,1,5,1,13,3,3,1,3,4,7,1970,1970,2,2,9,9,3,0.0,4,3,2,4,4,4,1,191,6,0,673,864,2,1,2,5,864,0,0,864,0,0,1,0,3,1,4,5,7,0,0,6,1994.0,3,2,463,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2009,9,5,124500
724,50,4,60.0,8172,2,0,4,4,1,5,1,8,3,3,1,1,4,6,1954,1972,2,2,9,9,3,0.0,4,5,3,4,4,4,6,0,6,0,941,941,2,1,2,5,997,473,0,1470,0,0,2,0,4,1,4,7,7,0,0,6,1958.0,3,1,548,5,5,3,0,0,0,0,156,0,0,0,0,0,5,2008,9,5,135000
725,20,4,86.0,13286,2,0,1,4,1,5,1,8,3,3,1,3,9,5,2007,2008,4,2,6,6,4,340.0,1,5,3,1,4,4,3,1234,6,0,464,1698,2,1,2,5,1698,0,0,1698,1,0,2,0,3,1,1,8,7,1,3,2,2007.0,1,3,768,5,5,3,327,64,0,0,0,0,0,0,0,0,2,2009,9,5,320000
726,20,4,60.0,6960,2,0,4,4,1,5,1,13,3,3,1,3,4,6,1970,1970,2,2,7,11,3,0.0,4,5,2,4,4,4,1,375,2,239,250,864,2,5,2,5,864,0,0,864,0,0,1,0,3,1,3,5,7,0,0,6,1989.0,3,2,660,5,5,3,96,0,0,0,0,0,0,0,3,500,11,2009,9,5,120500
727,20,4,69.0,21695,2,0,1,4,1,1,1,7,3,3,1,3,6,9,1988,2007,4,2,14,11,2,260.0,3,3,2,3,4,4,3,808,6,0,72,880,2,1,2,5,1680,0,0,1680,1,0,2,0,3,1,3,5,7,1,3,2,1988.0,1,2,540,5,5,3,292,44,0,182,0,0,0,0,0,0,12,2009,9,5,222000
728,20,4,64.0,7314,2,0,4,4,1,5,1,6,3,3,1,3,7,5,2007,2007,2,2,13,14,4,82.0,3,5,3,3,4,1,3,724,6,0,508,1232,2,1,2,5,1232,0,0,1232,1,0,2,0,2,1,3,6,7,0,0,2,2007.0,2,2,632,5,5,3,132,0,0,0,0,0,0,0,0,0,2,2009,9,5,194500
729,90,4,85.0,11475,2,0,4,4,1,1,1,13,3,3,3,3,5,5,1958,1958,2,2,13,14,2,95.0,4,5,2,4,4,4,6,0,6,0,1584,1584,2,5,2,5,1776,0,0,1776,1,0,2,0,4,2,4,9,7,0,0,6,1968.0,3,3,888,5,5,3,0,25,0,0,0,0,0,0,0,0,7,2009,1,1,110000
730,30,5,52.0,6240,2,1,4,4,1,5,1,10,3,3,1,1,4,5,1925,1950,2,2,9,9,3,0.0,4,5,2,4,4,4,2,152,6,0,628,780,2,5,2,1,848,0,360,1208,0,0,1,0,2,1,4,5,7,0,0,6,1962.0,3,2,539,5,5,3,0,23,112,0,0,0,0,0,0,0,1,2009,9,5,103000
731,120,4,39.0,5389,2,0,1,4,1,5,1,23,3,3,5,3,8,5,1995,1996,2,2,6,6,3,0.0,3,5,3,3,4,4,3,1180,6,0,415,1595,2,1,2,5,1616,0,0,1616,1,0,2,0,2,1,3,5,7,1,5,2,1995.0,2,2,608,5,5,3,237,152,0,0,0,0,0,0,0,0,3,2010,9,5,236500
732,80,4,73.0,9590,2,0,1,4,1,1,1,24,3,3,1,8,7,5,2003,2003,2,2,13,14,2,442.0,3,5,3,1,4,1,3,786,6,0,82,868,2,1,2,5,1146,0,0,1146,1,0,2,0,3,1,3,6,7,1,3,2,2003.0,1,2,438,5,5,3,160,22,0,0,0,0,0,0,0,0,5,2007,9,5,187500
733,60,4,75.0,11404,2,0,1,4,1,5,1,6,3,3,1,6,7,5,1998,1999,2,2,13,14,2,202.0,3,5,3,3,4,1,1,252,6,0,901,1153,2,1,2,5,1153,878,0,2031,0,0,2,1,3,1,3,8,7,1,5,2,1998.0,1,2,541,5,5,3,192,84,0,0,0,0,0,0,0,0,7,2008,9,5,222500
734,20,4,80.0,10000,2,0,4,4,1,1,1,20,2,3,1,3,5,6,1961,1983,4,2,7,7,3,0.0,4,5,2,4,4,4,2,594,6,0,270,864,2,1,2,5,1144,0,0,1144,1,0,1,0,3,1,4,6,7,1,5,2,1961.0,2,1,264,5,5,3,165,0,0,0,0,0,0,2,3,400,3,2009,9,5,131400
735,20,4,69.0,8978,2,0,1,4,1,1,1,20,3,3,1,3,5,5,1968,1968,2,2,10,11,3,0.0,4,5,3,4,4,4,6,0,6,0,948,948,2,5,2,5,948,0,0,948,0,0,1,0,3,1,4,6,7,0,0,2,1968.0,3,1,300,5,5,3,147,0,0,0,0,0,0,0,0,0,5,2007,9,4,108000
736,75,5,60.0,10800,2,0,4,4,1,5,1,18,3,3,1,5,7,7,1914,1970,2,2,14,15,3,0.0,4,5,1,3,4,3,5,390,6,0,490,880,3,2,1,5,880,888,0,1768,0,0,1,1,2,1,4,6,7,2,5,6,1914.0,3,2,320,5,5,1,0,341,0,0,0,0,0,0,0,0,10,2006,9,5,163000
737,90,4,60.0,8544,2,0,4,4,1,5,1,13,3,3,3,3,3,4,1950,1950,2,2,12,12,3,0.0,4,5,2,0,0,0,0,0,0,0,0,0,2,3,1,2,1040,0,0,1040,0,0,2,0,2,2,4,6,7,0,0,6,1949.0,3,2,400,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2006,9,5,93500
738,60,4,72.0,10463,2,0,1,2,1,2,1,9,3,3,1,6,8,5,2005,2005,2,2,13,14,3,0.0,3,5,3,3,4,4,6,0,6,0,893,893,2,1,2,5,901,900,0,1801,0,0,2,1,3,1,3,8,7,1,3,2,2005.0,1,3,800,5,5,3,0,116,0,0,0,0,0,0,0,0,6,2006,9,5,239900
739,90,4,60.0,10800,2,0,4,4,1,5,1,8,3,3,3,3,5,5,1987,1988,2,2,10,11,3,0.0,4,5,2,3,2,2,3,1200,6,0,0,1200,2,5,2,5,1200,0,0,1200,3,0,3,0,3,1,4,5,7,0,0,0,1980.0,0,0,0,0,0,3,120,0,0,0,0,0,0,0,0,0,3,2009,9,3,179000
740,60,4,65.0,9313,2,0,1,4,1,5,1,6,3,3,1,6,7,5,2004,2004,2,2,13,14,3,0.0,3,5,3,3,4,4,6,0,6,0,864,864,2,1,2,5,864,864,0,1728,0,0,2,1,3,1,3,7,7,0,0,2,2004.0,2,2,572,5,5,3,187,56,0,0,0,0,0,0,0,0,4,2009,9,5,190000
741,70,5,60.0,9600,2,1,4,4,1,5,1,18,3,3,1,6,5,7,1910,2002,2,2,14,16,3,0.0,4,3,1,2,1,4,6,0,6,0,264,264,2,1,2,5,768,664,0,1432,0,0,2,0,2,1,4,7,7,0,0,6,1910.0,3,2,360,5,3,3,270,0,112,0,0,0,0,1,0,0,5,2007,9,1,132000
742,20,4,65.0,6768,2,0,1,4,1,5,1,20,2,3,1,3,6,8,1961,1996,4,2,7,7,3,0.0,4,3,2,4,4,3,3,832,6,0,80,912,2,3,2,5,912,0,0,912,1,1,1,0,3,1,3,5,7,0,0,6,1962.0,3,1,288,5,5,3,168,0,0,0,0,0,0,1,0,0,5,2008,9,5,142000
743,20,4,65.0,8450,2,0,4,4,1,5,1,21,3,3,1,3,7,5,2000,2001,2,2,13,14,2,108.0,4,5,3,3,4,4,6,0,6,0,1349,1349,2,1,2,5,1349,0,0,1349,0,0,2,0,3,1,4,6,7,0,0,2,2000.0,3,2,539,5,5,3,120,55,0,0,0,0,0,1,0,0,12,2007,9,5,179000
744,80,4,70.0,12886,2,0,1,4,1,5,1,20,3,3,1,8,5,6,1963,1999,2,2,7,7,3,0.0,4,5,2,3,4,1,1,444,6,0,76,520,2,1,2,5,1464,0,0,1464,0,1,2,0,3,1,4,6,4,1,5,2,1997.0,2,2,480,5,5,3,302,0,0,0,100,0,0,0,0,0,10,2009,9,5,175000
745,120,4,41.0,5395,2,0,1,2,1,5,1,23,3,3,5,3,8,5,1993,1993,2,2,7,7,3,0.0,3,5,3,3,4,4,3,733,6,0,604,1337,2,3,2,5,1337,0,0,1337,1,0,2,0,2,1,3,5,7,1,5,2,1993.0,2,2,462,5,5,3,96,0,70,168,0,0,0,0,0,0,10,2008,9,5,180000
746,60,4,69.0,8963,2,0,1,4,1,5,1,15,3,3,1,6,8,9,1976,1996,4,2,13,14,2,289.0,1,3,2,4,2,4,3,575,1,80,487,1142,2,1,2,5,1175,1540,0,2715,0,1,3,1,4,1,3,11,7,2,5,4,1994.0,1,2,831,5,5,3,0,204,0,0,0,0,0,0,0,0,7,2008,9,5,299800
747,60,4,69.0,8795,2,0,1,4,1,5,1,9,3,3,1,6,7,5,2000,2000,2,2,13,14,3,0.0,3,5,3,3,4,4,3,300,6,0,652,952,2,1,2,5,980,1276,0,2256,0,0,2,1,4,1,3,8,7,1,5,4,2000.0,1,2,554,5,5,3,224,54,0,0,0,0,0,0,0,0,4,2009,9,5,236000
748,70,5,65.0,11700,2,2,1,4,1,1,1,18,3,3,1,6,7,7,1880,2003,5,2,12,13,3,0.0,3,5,5,4,1,4,6,0,6,0,1240,1240,3,5,1,5,1320,1320,0,2640,0,0,1,1,4,1,3,8,7,1,3,6,1950.0,3,4,864,5,5,1,181,0,386,0,0,0,0,0,0,0,5,2009,9,5,265979
749,20,4,59.0,10593,2,0,1,4,1,5,1,16,3,3,1,3,7,5,1996,1996,4,2,13,14,2,338.0,3,5,3,3,4,4,3,919,6,0,801,1720,2,1,2,5,1720,0,0,1720,1,0,2,0,3,1,3,7,7,1,5,2,1996.0,1,2,527,5,5,3,240,56,154,0,0,0,0,0,0,0,3,2010,9,5,260400
750,50,4,50.0,8405,2,0,4,4,1,5,1,8,3,3,1,1,4,3,1945,1950,2,2,15,16,3,0.0,4,5,4,0,0,0,0,0,0,0,0,0,6,5,1,2,1088,441,0,1529,0,0,2,0,4,1,4,9,5,0,0,6,1945.0,3,1,240,5,5,1,92,0,185,0,0,0,0,0,0,0,4,2009,9,5,98000
751,50,5,55.0,8800,2,1,4,4,1,1,1,18,3,3,1,1,4,7,1910,2004,2,2,14,15,3,0.0,4,5,1,4,1,4,6,0,6,0,576,576,2,3,2,5,792,348,0,1140,0,0,1,0,3,1,4,7,4,0,0,0,1980.0,0,0,0,0,0,1,0,160,0,0,0,0,0,0,0,0,6,2010,9,5,96500
752,60,4,69.0,7750,2,0,4,4,1,5,1,9,7,3,1,6,7,5,2003,2003,2,2,13,14,3,0.0,3,5,3,3,4,4,6,0,6,0,660,660,2,1,2,5,660,660,0,1320,0,0,2,1,3,1,3,6,7,0,0,2,2003.0,1,2,400,5,5,3,0,48,0,0,0,0,0,0,0,0,8,2007,9,5,162000
753,20,4,79.0,9236,2,0,1,4,1,5,1,6,3,3,1,3,6,5,1997,1997,2,2,13,14,3,0.0,4,3,3,3,4,2,3,1200,6,0,279,1479,2,1,2,5,1494,0,0,1494,1,0,2,0,3,1,3,6,7,0,0,2,1997.0,2,2,576,5,5,3,168,27,0,0,0,0,0,0,0,0,7,2006,9,5,217000
754,60,4,80.0,10240,2,0,4,4,1,5,1,17,3,3,1,6,8,5,2005,2005,2,2,13,14,2,178.0,3,5,3,3,4,3,6,0,6,0,1030,1030,2,3,2,5,1038,1060,0,2098,0,0,2,1,3,1,1,8,7,1,3,2,2005.0,2,3,878,5,5,3,192,52,0,0,0,0,0,0,0,0,3,2006,9,5,275500
755,20,4,61.0,7930,2,0,4,4,1,5,1,13,3,3,1,3,6,8,1969,2005,2,2,10,11,3,0.0,4,5,2,4,4,4,3,439,4,472,115,1026,2,3,2,5,1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,0,6,1969.0,2,2,440,5,5,3,171,48,0,0,0,0,0,0,0,0,7,2009,9,5,156000
756,160,2,34.0,3230,2,2,4,4,1,5,1,22,3,3,5,6,6,5,1999,1999,2,2,9,9,2,894.0,4,5,3,3,4,4,3,381,6,0,348,729,2,3,2,5,742,729,0,1471,0,0,2,1,3,1,4,6,7,0,0,6,1999.0,3,2,440,5,5,3,0,24,0,0,0,0,0,0,0,0,3,2009,9,5,172500
757,60,4,68.0,10769,2,0,1,4,1,5,1,6,3,3,1,6,8,5,2007,2007,2,2,13,14,3,0.0,3,5,3,3,4,1,3,20,6,0,846,866,2,1,2,5,866,902,0,1768,0,0,2,1,3,1,3,7,7,0,0,2,2007.0,2,2,578,5,5,3,144,105,0,0,0,0,0,0,0,0,4,2009,9,5,212000
758,60,4,69.0,11616,2,0,1,4,1,2,1,20,3,3,1,6,6,5,1978,1978,4,2,7,7,1,328.0,4,5,2,4,4,3,5,438,6,0,234,672,2,5,2,5,672,714,0,1386,0,0,2,1,3,1,4,6,7,1,5,2,1978.0,1,2,440,5,5,3,335,0,0,0,0,0,0,1,0,0,4,2010,9,1,158900
759,160,2,24.0,2280,2,2,4,4,1,5,1,22,3,3,4,6,7,5,1999,1999,2,2,9,9,2,360.0,4,5,3,3,4,4,1,549,6,0,195,744,2,3,2,5,757,744,0,1501,0,0,2,1,3,1,4,6,7,0,0,6,1999.0,3,2,440,5,5,3,0,0,0,0,0,0,0,0,0,0,8,2008,9,5,179400
760,60,4,65.0,12257,2,0,1,4,1,5,1,16,3,3,1,6,8,5,1995,1995,2,2,13,14,2,513.0,3,5,3,3,4,1,4,56,1,64,1198,1318,2,1,2,5,1328,1203,0,2531,0,0,2,1,4,1,3,9,7,1,5,2,1995.0,2,3,752,5,5,3,222,98,0,0,0,0,0,0,0,0,11,2007,9,5,290000
761,20,4,70.0,9100,2,0,4,4,1,5,1,13,3,3,1,3,6,6,1959,1959,4,2,14,15,3,0.0,4,5,2,4,4,4,5,612,6,0,252,864,2,1,2,5,864,0,0,864,0,0,1,0,2,1,4,5,7,0,0,6,2008.0,3,1,300,1,1,3,0,0,0,0,0,0,0,0,3,450,10,2009,9,5,127500
762,30,5,60.0,6911,2,0,4,4,1,3,1,4,2,3,1,3,5,5,1924,1950,2,2,14,15,3,0.0,4,5,3,4,4,3,4,405,6,0,740,1145,2,5,2,5,1301,0,0,1301,0,0,1,0,2,1,2,5,3,0,0,6,1965.0,3,2,440,5,5,3,0,0,0,0,0,0,0,0,0,0,10,2009,9,5,100000
763,60,2,72.0,8640,2,0,4,4,1,5,1,22,3,3,1,6,7,5,2009,2009,2,2,13,14,3,0.0,4,5,3,3,4,3,3,24,6,0,732,756,2,1,2,5,764,783,0,1547,0,0,2,1,3,1,3,7,7,0,0,2,2009.0,3,2,614,5,5,3,169,45,0,0,0,0,0,0,0,0,6,2010,3,5,215200
764,60,4,82.0,9430,2,0,4,4,1,5,1,16,3,3,1,6,8,5,1999,1999,2,2,13,14,2,673.0,3,5,3,3,4,3,3,1163,6,0,89,1252,2,1,2,5,1268,1097,0,2365,1,0,2,1,3,1,3,8,7,1,3,2,1999.0,2,3,856,5,5,3,0,128,0,0,180,0,0,0,0,0,7,2009,9,5,337000
765,120,4,30.0,9549,2,0,1,4,1,2,1,25,3,3,5,3,8,5,1995,1996,4,2,4,4,3,0.0,3,3,3,3,2,1,4,437,3,1057,0,1494,2,1,2,5,1494,0,0,1494,1,0,1,1,2,1,1,6,7,1,3,2,1995.0,1,2,481,5,5,3,0,30,0,0,216,0,0,0,0,0,4,2006,9,5,270000
766,20,4,75.0,14587,2,0,1,4,1,5,1,22,3,3,1,3,9,5,2008,2008,2,2,13,14,4,284.0,3,5,3,3,4,4,6,0,6,0,1498,1498,2,1,2,5,1506,0,0,1506,0,0,2,0,2,1,1,6,7,1,3,2,2008.0,1,2,592,5,5,3,0,174,0,0,0,0,0,0,0,0,8,2008,7,6,264132
767,60,4,80.0,10421,2,0,4,4,1,5,1,15,3,3,1,6,7,5,1988,1988,2,2,7,7,2,42.0,4,5,2,3,4,4,3,394,6,0,586,980,2,5,2,5,980,734,0,1714,0,0,2,1,3,1,4,7,7,1,5,2,1988.0,3,2,496,5,5,3,228,66,156,0,0,0,0,3,3,500,3,2010,9,5,196500
768,50,4,75.0,12508,2,0,1,4,1,5,1,12,3,3,1,1,6,7,1940,1985,2,2,13,14,3,0.0,4,5,2,3,4,3,1,660,6,0,323,983,2,1,2,5,983,767,0,1750,1,0,2,0,4,1,4,7,5,0,0,2,1989.0,3,1,423,5,5,3,245,0,156,0,0,0,0,0,3,1300,7,2008,9,5,160000
769,20,4,70.0,9100,2,0,4,4,1,5,1,6,3,3,1,3,7,5,2004,2005,4,2,13,14,3,0.0,3,5,3,3,4,4,3,24,6,0,1836,1860,2,1,2,5,1836,0,0,1836,0,0,2,0,3,1,3,8,7,1,3,2,2004.0,1,2,484,5,5,3,120,33,0,0,0,0,0,0,0,0,10,2006,9,5,216837
770,60,4,47.0,53504,2,0,2,2,1,2,2,23,3,3,1,6,8,5,2003,2003,4,2,6,16,2,603.0,1,5,3,3,4,2,1,1416,6,0,234,1650,2,1,2,5,1690,1589,0,3279,1,0,3,1,4,1,1,12,5,1,3,4,2003.0,1,3,841,5,5,3,503,36,0,0,210,0,0,0,0,0,6,2010,9,5,538000
771,85,4,69.0,7252,2,0,1,4,1,2,1,20,3,3,1,7,5,5,1982,1982,4,2,14,15,3,0.0,4,5,2,3,4,1,3,685,6,0,173,858,2,5,2,5,858,0,0,858,1,0,1,0,2,1,4,5,7,0,0,6,1983.0,3,2,576,5,5,3,120,0,0,0,0,0,0,0,0,0,4,2009,9,5,134900
772,20,4,67.0,8877,2,0,4,4,1,5,1,8,3,3,1,3,4,5,1951,1951,2,2,14,15,3,0.0,4,5,2,2,1,4,4,836,6,0,0,836,2,5,2,2,1220,0,0,1220,0,0,1,0,2,1,4,6,7,0,0,6,1951.0,3,2,396,5,5,3,0,0,0,0,0,0,0,0,0,0,4,2006,1,5,102000
773,80,4,94.0,7819,2,0,4,4,1,5,1,8,3,3,1,8,6,5,1976,1976,2,2,10,11,3,0.0,4,5,2,4,4,1,1,422,2,127,480,1029,2,5,2,5,1117,0,0,1117,1,0,1,0,3,1,4,6,7,1,5,6,1976.0,3,2,672,5,5,3,144,0,0,0,0,0,0,3,0,0,3,2010,9,1,107000
774,20,4,70.0,10150,2,0,4,4,1,5,1,13,2,3,1,3,5,5,1958,1958,2,2,14,15,3,1.0,4,5,2,4,4,4,5,456,6,0,456,912,2,1,2,1,912,0,0,912,0,0,1,0,2,1,4,5,7,0,0,2,1958.0,2,1,275,5,5,3,0,0,0,0,0,0,0,0,0,0,7,2007,1,5,114500
775,20,4,110.0,14226,2,0,4,4,1,1,1,17,3,3,1,3,8,5,2006,2006,4,2,13,14,2,375.0,3,5,3,3,4,1,6,0,6,0,1935,1935,2,3,2,5,1973,0,0,1973,0,0,2,0,3,1,3,9,7,1,3,2,2006.0,1,3,895,5,5,3,315,45,0,0,0,0,0,0,0,0,7,2007,7,6,395000
776,120,5,32.0,4500,2,0,4,4,1,3,1,12,3,3,5,3,6,5,1998,1998,4,2,13,14,2,320.0,4,5,3,1,4,4,3,866,6,0,338,1204,2,1,2,5,1204,0,0,1204,1,0,2,0,2,1,4,5,7,0,0,2,1998.0,1,2,412,5,5,3,0,247,0,0,0,0,0,0,0,0,6,2009,9,5,162000
777,20,4,86.0,11210,2,0,1,4,1,5,1,6,3,3,1,3,7,5,2005,2006,2,2,13,14,2,240.0,3,5,3,3,4,1,3,20,6,0,1594,1614,2,1,2,5,1614,0,0,1614,0,0,2,0,3,1,3,7,7,0,0,2,2005.0,2,3,865,5,5,3,144,59,0,0,0,0,0,0,0,0,7,2006,7,6,221500
